Sample ID,Nu Cluster,Type,Latitude,Longitude,Depth (m),Elevation,Distance to land (km),MAAT,pH,744,1302,1300,1298,1296,1292,1292',1050-5,1050-6,1048-5,1048-6,1036-5,1036-6,1034-5,1034-6,1032-5,1032-6,1022,1020,1018
P65,Peat-type,P,53.1,-8,0.06,60,0,8.3,4,,283346,9477,7838,1866,4962,0,62246,0,0,0,563436,0,27102,0,13851,0,924849,65886,34819
P66,Peat-type,P,53.1,-8,0.08,60,0,8.3,4,,268145,12440,7938,1620,14287,0,86896,0,0,0,551762,0,19909,0,9286,0,831422,52660,21679
P67,Peat-type,P,53.1,-8,0.1,60,0,8.3,4,,265093,12802,10286,0,12413,0,73432,0,0,0,477607,0,16497,0,10801,0,759762,52769,17351
P68,Peat-type,P,53.1,-8,0.18,60,0,8.3,4,,774527,65724,65361,7937,27268,0,1302342,0,0,0,6703432,0,229381,0,154238,0,10441679,940102,150741
P69,Peat-type,P,53.1,-8,0.28,60,0,8.3,4,,25540521,275545,354587,229767,26942,0,2989580,524702,26674,60243,24544192,0,641147,0,305640,0,45689442,860303,392191
P70,Peat-type,P,53.1,-8,0.36,60,0,8.3,4,,33811547,637483,711656,514822,29232,0,5121588,921073,0,167540,37944807,0,1169671,0,518372,0,59536156,1701937,994667
P71,Peat-type,P,52.5,9.7,0,52,0,8.9,4,,131100,7337,6200,9362,8557,0,26657,2544,0,0,357691,0,12478,0,2454,0,455133,35844,18551
P72,Peat-type,P,52.5,9.7,0.02,52,0,8.9,4,,172995,10311,10876,16699,8792,0,48124,0,0,0,673410,0,25490,0,9776,0,848190,66926,35627
P73,Peat-type,P,52.5,9.7,0.04,52,0,8.9,4,,92599,6375,5573,5259,5934,0,78926,0,0,0,722645,0,21257,0,10934,0,948429,44475,26353
P74,Peat-type,P,52.5,9.7,0.06,52,0,8.9,4,,126519,9103,9242,11018,6961,0,66303,0,0,0,733149,0,26626,0,10941,0,1269556,55647,36008
P75,Peat-type,P,52.5,9.7,0.1,52,0,8.9,4,,143872,17767,14796,5503,7082,0,1265807,0,0,0,7871507,0,147349,0,49920,0,9683573,204005,72619
P76,Peat-type,P,52.5,9.7,0.18,52,0,8.9,4,,20132579,2616291,3419790,3730853,68630,0,21373921,0,130656,120363,306260982,0,7182337,0,3627846,0,537769151,21841135,13674186
P77,Peat-type,P,52.5,9.7,0.28,52,0,8.9,4,,5227937,445358,758274,933922,10094,0,4002349,0,53529,25445,57471383,0,2331208,0,618684,0,60650358,5718967,2184651
P78,Peat-type,P,52.5,9.7,0.36,52,0,8.9,4,,121361992,4719472,7026965,8780613,54243,0,32391782,0,438697,395285,388460450,0,19509443,0,5727678,0,452566282,46781152,20846707
P79,Peat-type,P,60.8,22.8,0.02,87,0,4.4,4,,45819,1542,925,213,6511,0,7303,0,0,0,91472,0,0,0,0,0,135982,5360,0
P80,Peat-type,P,60.8,22.8,0.07,87,0,4.4,4,,150722,14560,7310,6286,4000,0,73113,0,0,0,890870,0,4273,0,4568,0,1094345,60460,16438
P81,Peat-type,P,60.8,22.8,0.12,87,0,4.4,4,,87960,4836,3332,1652,3494,0,76126,0,0,0,939973,0,6821,0,7456,0,1785009,14563,21484
P82,Peat-type,P,60.8,22.8,0.17,87,0,4.4,4,,93730,4340,2627,1268,2268,0,71194,0,0,0,811382,0,4960,0,3761,0,1634176,16725,17722
P83,Peat-type,P,60.8,22.8,0.42,87,0,4.4,4,,489615,138711,135893,119455,3678,0,286033,0,0,0,2865795,0,25186,0,16315,0,2797725,222309,52157
P84,Peat-type,P,55.1,-2.5,0.02,280,0,8,4.2,,57462,849,0,0,2463,0,29104,0,0,0,204071,0,5557,0,3764,0,336387,7510,8971
P85,Peat-type,P,55.1,-2.5,0.05,280,0,8,4.2,,64530,0,0,0,2527,0,32537,0,0,0,227474,0,3789,0,4593,0,334500,14017,9549
P86,Peat-type,P,55.1,-2.5,0.07,280,0,8,4.2,,48120,882,761,0,3126,0,20706,0,0,0,153361,0,2810,0,2835,0,231607,7742,2848
P87,Peat-type,P,55.1,-2.5,0.1,280,0,8,4.2,,33129,0,0,0,1715,0,43347,0,0,0,320935,0,5770,0,3922,0,515418,15810,6968
P88,Peat-type,P,55.1,-2.5,0.2,280,0,8,4.2,,753025,45964,41700,6521,61974,0,2699192,0,24038,14244,24266025,0,522018,0,518718,0,48148216,1073531,634047
P89,Peat-type,P,55.1,-2.5,0.26,280,0,8,4.2,,37876655,1533737,2314702,1188320,92802,0,16572827,0,126849,90384,101523536,0,3249551,0,2191296,0,163387183,6521197,3472686
P90,Peat-type,P,55.1,-2.5,0.32,280,0,8,4.2,,9869066,167320,188093,70712,5619,0,4986316,0,113356,97992,30299601,0,846457,0,538121,0,42902679,1739954,1155892
P91,Peat-type,P,-3.9,-74.4,0.3,100,0,26.4,3.7,,70073276,10662325,11897503,9880530,341329,0,297194,0,0,0,10567095,0,119691,0,52726,0,283001990,2893379,2942786
P92,Peat-type,P,-3.9,-74.4,0.8,100,0,26.4,3.7,,129758200,23661391,24591129,22081053,1062022,308855,820620,0,0,0,21211581,0,255937,0,109052,0,528778688,6211402,4832232
P93,Peat-type,P,-3.9,-74.4,0.35,100,0,26.4,3.7,,127831528,24324248,20958754,12829530,3147875,628239,817536,0,0,0,19629686,0,428255,0,258993,0,427554556,6073650,5431979
P94,Peat-type,P,-3.9,-74.4,0.35,100,0,26.4,3.7,,72415052,16829784,12387713,9998237,1441023,271776,378215,0,0,0,6691860,0,158547,0,48495,0,135253956,2872040,3480254
P95,Peat-type,P,-4.9,-74,0.15,100,0,26.4,3.7,,65909267,9817972,12575871,10458602,1694527,212076,1041248,0,0,0,3142511,0,0,0,0,0,112338029,3891362,2718028
P96,Peat-type,P,-4.4,-74.1,NA,100,0,26.6,NA,,132898692,25368405,33029397,31432045,8202464,266546,715341,0,0,0,21852488,0,805953,0,217168,0,641405134,10183003,5147481
P97,Peat-type,P,-4.4,-74.1,0.35,100,0,26.6,3.8,,114744290,18722901,25207019,20627430,593043,161072,0,0,0,0,16692846,4392227,0,0,0,0,627908769,6603165,6641741
P98,Peat-type,P,-4.4,-74.1,0.35,100,0,26.6,3.8,,260217890,33651498,39853351,34401472,1643187,266729,768373,0,0,0,33025097,6603395,280902,0,288062,0,1039542630,11634588,9369467
P99,Peat-type,P,-4.4,-74.1,0.35,100,0,26.6,3.8,,123845214,18250191,20486069,20219357,880303,145525,548243,0,0,0,15453323,0,187747,0,128610,0,590118124,6811852,5776427
P100,Peat-type,P,-4.4,-74.1,0.35,100,0,26.6,3.8,,36148100,4775644,5488731,5847934,243015,36386,122594,0,0,0,4914676,0,60533,0,13598,0,181666284,1699426,1350996
P101,Peat-type,P,-4.4,-74.1,0.35,100,0,26.6,3.8,,20544536,3303362,4089840,3514674,130705,21246,41416,0,0,0,1425772,0,0,0,0,0,75152292,1211862,1111688
P102,Peat-type,P,-4.4,-74.1,0.85,100,0,26.6,3.8,,90937912,18560242,16167938,13800357,1014934,279909,426310,0,0,0,15288291,0,166470,0,125231,0,510489992,6538903,5014198
P103,Peat-type,P,-4.4,-74.1,0.85,100,0,26.6,3.8,,28503304,4808546,5130749,4889862,335884,49131,124889,0,0,0,4150422,0,37075,0,40523,0,104600860,1733085,1857324
P104,Peat-type,P,-4.4,-74.1,0.35,100,0,26.6,3.8,,155651795,25669708,32906229,32379118,1320206,352662,1026645,0,0,0,24830094,0,294435,0,223701,0,1102069750,13223403,11433094
P105,Peat-type,P,-4.4,-74.3,0.35,100,0,26.6,4,,72494337,11783895,13356441,11245727,696900,69102,270864,0,0,0,9178715,0,136017,0,64920,0,257871416,2567109,1923729
P106,Peat-type,P,-4.4,-74.3,0.85,100,0,26.6,4,,102918650,11400816,9724392,10709346,1045047,169359,0,0,0,0,9893924,0,204949,0,57266,0,197710849,2928824,2132342
P107,Peat-type,P,-4.4,-74.3,0.35,100,0,26.6,4,,115361593,9186036,14660197,10468730,1171325,118354,0,0,0,0,9640507,0,227885,0,113030,0,323311460,2184847,1234413
P108,Peat-type,P,-4.4,-74.3,0.85,100,0,26.6,4,,41641492,5689042,5323085,3168524,308029,83950,123153,0,0,0,3286294,0,68507,0,50181,0,98399354,1240440,795075
P109,Peat-type,P,-4.4,-74.3,0.35,100,0,26.6,4,,91388124,10934550,14253566,10820545,1543741,157660,289529,0,0,0,10145978,0,223884,0,94349,0,426493953,3508212,1814415
P110,Peat-type,P,-4.4,-74.3,0.35,100,0,26.6,4,,128743042,14639090,16327096,15656434,1925815,195800,536144,0,0,0,13084300,0,196552,0,143026,0,372031507,2919614,1607172
P111,Peat-type,P,-4.4,-74.3,0.35,100,0,26.6,4,,98336678,9980327,10539764,13897548,1038237,158659,443698,0,0,0,15539514,0,149833,0,95467,0,405717334,3572555,2546274
P112,Peat-type,P,-4.4,-74.3,0.35,100,0,26.6,4,,66956123,9401847,6785489,5468634,273656,39801,142710,0,0,0,4333668,0,61429,0,34100,0,157970383,1676943,1119715
P113,Peat-type,P,-4.1,-73.2,0.85,100,0,26.4,4,,101493839,15398541,14076205,11250769,3237084,831316,306282,0,0,0,11686761,0,385640,0,301265,0,385984938,6006151,8334526
P114,Peat-type,P,-4.1,-73.2,0.75,100,0,26.4,4,,107422099,23367675,24771237,19876453,667761,225157,301777,0,0,0,12979940,0,168511,0,112107,0,638636725,6784849,7517532
P115,Peat-type,P,-4.1,-73.2,0.85,100,0,26.4,4,,81362395,15719408,17918640,12878969,1786108,464615,347676,0,0,0,8964823,0,175719,0,124650,0,326443335,4792154,4980383
P116,Peat-type,P,-4.1,-73.2,0.85,100,0,26.4,4,,138618044,22911453,13168208,14245577,3456510,1210644,611269,0,0,0,19566515,0,787118,0,299524,0,484765137,7260120,6392895
P117,Peat-type,P,-4.1,-73.2,0.75,100,0,26.4,4,,49511325,6021384,5739890,4607810,746141,229761,158156,0,0,0,2027986,0,25802,0,16245,0,100303781,1128966,869373
P118,Peat-type,P,-4.1,-73.2,0.35,100,0,26.4,4,,72013446,10734124,13885227,11077346,384117,22426,0,0,0,0,4199903,0,56679,0,63489,0,291721425,5018673,5340042
P119,Peat-type,P,-4.1,-73.2,0.65,100,0,26.4,4,,71114155,12312162,12637646,12725466,450830,80920,200153,0,0,0,6556472,0,16262,0,65756,0,312845222,3716138,6502433
P120,Peat-type,P,-4.1,-73.2,0.75,100,0,26.4,4,,84192580,17982008,18297032,18377580,962995,210119,438426,0,0,0,14112297,0,118150,0,143711,0,505292701,5437121,5583405
P121,Peat-type,P,-4.1,-73.2,0.75,100,0,26.4,4,,40453089,7142042,6512969,4665331,552290,122140,176663,0,0,0,5039578,0,159490,0,80487,0,163300692,2016699,1786940
P122,Peat-type,P,-4.1,-73.2,0.75,100,0,26.4,4,,59142935,12109049,12393284,11452727,361025,105672,192503,0,0,0,6932307,0,88896,0,69101,0,314326245,4720329,6900669
P123,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,140466867,7840967,8454659,6147614,1684677,162530,192503,0,0,0,6932307,0,88896,0,69101,0,314326245,4720329,6900669
P124,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,73719501,4901399,4287209,3936400,606307,88307,192503,0,0,0,6932307,0,88896,0,69101,0,314326245,4720329,6900669
P125,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,32687988,3952955,4510662,4787983,361696,83821,192503,0,0,0,6932307,0,88896,0,69101,0,314326245,4720329,6900669
P126,Peat-type,P,-4.4,-74.8,0.25,100,0,26.4,4.2,,36132828,4755274,5520919,4975509,438700,80137,152288,0,0,0,4784330,0,66858,0,39136,0,110535597,831122,581712
P127,Peat-type,P,-4.4,-74.8,0.85,100,0,26.4,4.2,,40089270,4111737,3503452,3472519,213584,80811,114330,0,0,0,3553198,0,59685,0,36284,0,82454419,981759,1046504
P128,Peat-type,P,-4.4,-74.8,0.35,100,0,26.4,4.2,,30505660,4045690,3501468,2841156,260123,43840,131042,0,0,0,4240530,0,69821,0,30280,0,105303350,826477,657465
P129,Peat-type,P,-4.4,-74.8,0.35,100,0,26.4,4.2,,44546679,4502202,4020651,3403278,398471,58225,123772,0,0,0,3264831,0,49607,0,36940,0,91730251,687296,473000
P130,Peat-type,P,-4.4,-74.8,0.15,100,0,26.4,4.2,,35384975,5564383,6932241,5749391,792648,67964,111301,0,0,0,3111255,0,42095,0,18833,0,138322952,2060708,1419488
P131,Peat-type,P,-4.4,-74.8,0.15,100,0,26.4,4.2,,32630780,5591535,5969202,5597885,673284,45787,76570,0,0,0,2304995,0,60692,0,18782,0,122270454,1019157,803026
P132,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,76907033,3854874,3779734,3122178,919397,134544,540156,0,0,0,13134896,0,82709,48807,45572,0,198688672,1687552,990595
P133,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,84384684,7556873,6557201,6025386,2038615,526271,471939,0,0,0,10053888,0,161314,0,90990,0,234072078,3138817,3668029
P134,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,114555136,8845342,8519265,6572485,1306525,195926,444317,0,0,0,12581282,0,301045,0,93955,0,226643405,3445065,2657062
P135,Peat-type,P,-4.4,-74.8,NA,100,0,26.4,4.2,,45244795,3774699,3446237,3104575,1161756,160617,272893,0,0,0,4702181,0,63148,0,39631,0,87313653,1429283,1331643
P136,Peat-type,P,-6.2,-74.7,NA,100,0,25.8,6,,91945389,10728688,7928969,6395819,3114506,336060,1091594,0,0,0,20878486,0,601004,0,258343,0,403546124,6685942,3460923
P137,Peat-type,P,-6.2,-74.7,0.35,100,0,25.8,6,,66758823,4670560,4372077,3716223,1160706,113120,574172,0,0,0,10305088,0,248434,0,99171,0,235179157,2963768,1229785
P138,Peat-type,P,-6.2,-74.7,0.35,100,0,25.8,6,,70330079,4865718,4607462,2929254,2589892,434617,554898,0,0,0,10794556,0,417356,0,115921,0,230786688,4303621,2038456
P139,Peat-type,P,-6.2,-74.7,0.35,100,0,25.8,6,,33545039,2742138,2589834,1910722,632711,89517,230205,0,0,0,4841619,0,175656,0,49306,0,95370822,1400618,759446
P140,Peat-type,P,-6.2,-74.7,0.35,100,0,25.8,6,,26332678,2010092,1621326,1430215,640429,56438,201241,0,0,0,2374208,0,60444,0,2596,0,55166180,1235474,593062
P141,Peat-type,P,-6.2,-74.7,0.85,100,0,25.8,6,,77058214,4192801,5311077,4206251,2436691,477969,909236,0,0,0,16725400,0,868983,0,426890,0,187492608,9017135,4993546
P142,Peat-type,P,-6.2,-74.7,0.35,100,0,25.8,6,,39175109,2851240,2193312,1937972,861863,68354,226576,0,0,0,5386164,0,150396,0,95818,0,120849390,2011940,942861
P143,Peat-type,P,-6.2,-74.7,0.85,100,0,25.8,6,,89209900,3090343,3698169,2505116,2280374,360391,0,0,0,0,8487737,0,480498,0,280258,0,109523652,5097711,2267306
P144,Peat-type,P,-6.3,-74.8,NA,100,0,25.8,6.1,,34363928,2135152,1556915,838598,2467956,0,471615,498106,0,0,7995696,6030016,487505,972199,207088,0,184544704,9805374,2941790
P145,Peat-type,P,-6.3,-74.8,0.15,100,0,25.8,6.1,,10038385,803979,335683,186104,230850,15806,0,0,0,0,781219,0,102939,0,37655,0,36824433,1979994,408227
P146,Peat-type,P,-6.3,-74.8,0.35,100,0,25.8,6.1,,10202080,855397,692028,411698,1214628,46004,87228,0,0,0,2167613,582369,151366,104917,40633,0,45249229,1946726,658884
P147,Peat-type,P,-6.3,-74.8,0.35,100,0,25.8,6.1,,7677706,339028,395422,110170,330730,13493,0,0,0,0,381213,569573,46553,0,35549,0,24607011,599843,31953
P148,Peat-type,P,-4.7,-75.4,0.35,100,0,26.4,5.7,,73459414,3217794,2140748,1263203,1702240,106598,563488,0,0,0,8252886,7217363,268267,866136,86806,0,190198835,5818067,1464338
P149,Peat-type,P,-4.7,-75.4,0.85,100,0,26.4,5.7,,44817664,2246415,1602314,620284,1817602,138939,28840,0,0,0,2779293,1702916,87829,331931,28594,0,44626885,1799020,449039
P150,Peat-type,P,-4.7,-75.4,0.75,100,0,26.4,5.7,,128282095,6511441,4209551,1709442,4568345,290317,728167,0,0,0,17312531,9411779,516584,1853450,260408,45331,242894999,11633229,3377238
P151,Peat-type,P,-4.7,-75.4,0.65,100,0,26.4,5.7,,186310749,10440673,7230881,3616424,17299916,1143807,398236,0,0,0,18578374,8178681,918324,2135944,224185,103711,271486423,18425393,4427077
P152,Peat-type,P,-4.9,-74.3,0.35,100,0,26.7,5.1,,132338066,15872688,13696526,11111958,4781460,968556,0,0,0,0,11526517,0,411868,0,128082,0,210121664,7080383,2951451
P153,Peat-type,P,-4.9,-74.3,0.35,100,0,26.7,5.1,,51895283,5135344,4629247,4317529,1896200,311387,301706,0,0,0,6718245,0,189049,0,129580,0,145020966,2445398,2836052
P154,Peat-type,P,-4.9,-74.3,0.35,100,0,26.7,5.1,,62260130,6292157,5401061,4724110,3187288,493959,401009,0,0,0,11664027,0,450219,0,156876,0,173377713,4742397,3442703
P155,Peat-type,P,-4.9,-74.3,0.35,100,0,26.7,5.1,,19803407,2181856,1751490,1404635,684031,114616,0,0,0,0,1732195,0,45305,0,0,0,27018025,391430,365616
P156,Peat-type,P,-3.8,-73.3,NA,100,0,26.4,NA,,102156158,20508266,26618920,31234982,876390,233365,0,0,0,0,9592402,0,146484,0,31687,0,423497284,5831411,3489939
P157,Peat-type,P,-3.8,-73.3,NA,100,0,26.4,NA,,127637517,19985914,18779878,18103012,909024,337944,700260,0,0,0,17260121,0,826169,0,245009,0,448712160,5070657,4082946
P158,Peat-type,P,-3.8,-73.3,NA,100,0,26.4,NA,,46609635,8717170,9381194,7978961,990776,285725,222659,0,0,0,6676644,0,117212,0,46856,0,208590031,2383509,2368533
P159,Peat-type,P,-17.4,145.5,0.225,754,0,21.1,6.5,,7546054,745747,966534,459055,1113828,47081,2031916,1446213,0,0,11352954,0,333383,1307499,449565,0,194672006,15964391,4686139
P160,Peat-type,P,-17.4,145.5,0.235,754,0,21.1,6.5,,9539338,1022544,1291251,592811,1454947,63746,3187437,801739,110009,68934,39173773,0,1875258,0,582807,0,260180612,20127059,6449562
P161,Peat-type,P,-17.4,145.5,0.295,754,0,21.1,6.5,,12125445,1357315,1496434,801323,1546896,100413,2470113,549559,0,0,26568423,0,1143200,0,432033,0,184066815,13530278,4776185
P162,Peat-type,P,-17.4,145.5,0.305,754,0,21.1,6.5,,16584712,1835528,1903792,1105557,2216836,150862,3102993,0,0,0,36825068,0,1864382,0,616761,0,247831661,19126464,6612120
P163,Peat-type,P,-17.4,145.5,0.315,754,0,21.1,6.5,,16736759,1811867,1879021,1049245,2183246,158725,2938965,0,0,0,32235207,0,1686626,0,507980,0,224271128,15924130,5955493
P164,Peat-type,P,-17.4,145.5,0.395,754,0,21.1,6.5,,36538417,4113389,3594297,2498286,1283418,83626,5243906,0,0,0,28066552,0,1164169,0,354174,0,206070695,13605237,7332576
P165,Peat-type,P,-17.4,145.5,0.405,754,0,21.1,6.5,,21815665,2037449,2132246,1397073,675602,60652,2234202,0,0,0,29001341,0,1217060,0,437363,0,207837634,12070263,4344247
P166,Peat-type,P,-17.4,145.5,0.495,754,0,21.1,6.5,,125204617,9550227,10902007,10557943,2157506,304028,8645214,0,0,0,119659920,0,6015227,0,1740496,0,806794172,48159676,17365855
P167,Peat-type,P,-17.4,145.5,0.585,754,0,21.1,6.5,,266955628,10856959,13828472,11566393,1125364,255551,9165557,0,516824,264261,140761573,0,11274986,0,2922606,0,723413521,42063913,14741240
P168,Peat-type,P,-17.4,145.5,0.695,754,0,21.1,6.5,,239452970,10577905,12105559,7283703,851005,246915,3625360,8991773,0,0,60602947,70521718,9314586,0,2591951,0,704171197,43903612,14743375
P169,Peat-type,P,-17.4,145.5,0.785,754,0,21.1,6.5,,192972762,7459809,9402761,5671586,645906,239592,8104836,0,291568,134976,115985935,0,7790243,0,2074691,0,561116286,32252654,10781990
P170,Peat-type,P,-17.4,145.5,0.895,754,0,21.1,6.5,,179807734,5587812,6354881,4555831,650414,142936,8041317,0,0,0,104477283,0,8310850,0,2284296,0,490198023,29667062,9134406
P171,Peat-type,P,-17.4,145.5,1.005,754,0,21.1,6.5,,117720744,4493966,5185203,3257566,704652,95668,5317957,0,0,0,70273141,0,5232386,0,1586253,0,376657698,21141469,7199074
P172,Peat-type,P,-17.4,145.5,0.235,754,0,21.1,6.5,,11317593,992849,1199206,717168,1600062,186699,751055,0,0,0,9792059,9127224,1456844,0,423802,0,130914451,14696413,4930504
P173,Peat-type,P,-52.5,-72.1,0,20,0,6.5,4.3,,189234,42769,62136,31246,0,0,369212,0,0,0,1851561,0,31099,0,18390,0,2186701,50397,25856
P174,Peat-type,P,-52.5,-72.1,0.04,20,0,6.5,4.3,,266744,83859,121413,47170,0,0,250135,0,0,0,1847019,0,42538,0,25368,0,3473534,113657,51679
P175,Peat-type,P,-52.5,-72.1,0.08,20,0,6.5,4.3,,1374317,217064,476628,146039,0,0,2504226,0,0,0,10192922,0,181842,0,67770,0,10038110,506210,274835
P176,Peat-type,P,-52.5,-72.1,0.16,20,0,6.5,4.3,,9001307,2323252,3430283,1146748,0,0,23388612,0,0,0,88049600,0,2383757,0,1126878,0,80988331,3429268,805958
P177,Peat-type,P,-52.5,-72.1,0.4,20,0,6.5,4.3,,11761698,1075724,1796056,1065970,55645,0,15868959,0,67450,38798,44637804,0,1005593,0,812942,0,29969062,987852,499415
P178,Peat-type,P,-52.5,-72.1,0.44,20,0,6.5,4.3,,16728878,1369243,2313870,1487098,53532,0,17816746,0,0,0,28342801,38422021,1491526,0,1078908,0,49789788,1641375,715491
P179,Peat-type,P,-2.3,113.9,0.025,30,0,26.5,3,,11559235,3158819,4156333,4147761,485145,61251,0,0,0,0,430372,0,0,0,0,0,79428900,1712597,1683770
P180,Peat-type,P,-2.3,113.9,0.075,30,0,26.5,3,,10704295,2860811,5094776,4910652,520646,45177,0,0,0,0,493518,0,0,0,0,0,128091495,3036353,2843116
P181,Peat-type,P,-2.3,113.9,0.125,30,0,26.5,3,,8595057,2069254,3191406,3115248,530401,48487,0,0,0,0,328426,0,0,0,0,0,100791620,2243125,2140288
P182,Peat-type,P,-2.3,113.9,0.175,30,0,26.5,3,,23983411,8873125,11766461,11059758,1859143,198129,0,0,0,0,1064474,0,0,0,0,0,284216930,4933356,5521673
P183,Peat-type,P,-2.3,113.9,0.325,30,0,26.5,3,,38131346,11422498,19895224,18841329,2029672,270448,0,0,0,0,1475550,0,0,0,0,0,198506131,3331551,3883200
P184,Peat-type,P,-2.3,113.9,0.525,30,0,26.5,3,,48784767,16516313,23011726,18874865,2135641,317104,0,0,0,0,2582383,0,0,0,0,0,354246754,7839080,7874710
P185,Peat-type,P,-2.3,113.9,0.825,30,0,26.5,3,,10191766,3322273,3800975,3241574,198333,32733,0,0,0,0,597749,0,0,0,0,0,43097653,886228,927928
P186,Peat-type,P,-2.3,113.9,0.975,30,0,26.5,3,,31913512,10406996,13958848,12550540,672673,59786,0,0,0,0,1954289,0,36330,0,37715,0,130300466,1727578,2505524
P187,Peat-type,P,-2.3,113.9,0.05,30,0,26.5,3,,9725349,2669255,4695415,4993691,559983,62217,0,0,0,0,548921,0,0,0,0,0,129962685,1998549,1908667
P188,Peat-type,P,-2.3,113.9,0.15,30,0,26.5,3,,29681521,9937238,16114557,15727511,1894067,198916,0,0,0,0,1257903,0,0,0,0,0,214352910,3568156,5155979
P189,Peat-type,P,-2.3,113.9,0.25,30,0,26.5,3,,28355347,8093325,12823449,9877961,1534310,163280,0,0,0,0,1373812,0,0,0,0,0,140912035,3382021,4743934
P190,Peat-type,P,30.6,-82.3,NA,0,0,20.5,4,,24481073,3597391,4571551,4020774,788580,70642,677613,0,0,0,11409819,0,386478,0,202512,0,116469677,4950959,3410207
P191,Peat-type,P,36.7,-76.6,NA,4,0,15.7,4,,17249277,3961986,1488637,3394594,799178,0,3644560,0,0,0,77903013,0,3090687,0,1981398,0,341872632,22750486,22143169
P192,Peat-type,P,35,-77,NA,NA,0,17.1,3.7,,25814096,6703770,7235454,6638755,302838,22626,1526951,0,0,0,38480399,0,1606426,0,792481,0,199017283,17429313,11712525
P193,Peat-type,P,25.2,-81,NA,0,0,24.5,6.5,,1909452,626137,771247,188212,4328043,120625,372349,320301,0,0,1350618,2166326,605867,641159,33720,142387,8858915,2922904,1861647
P194,Peat-type,P,30.6,-82.3,NA,0,0,20.5,NA,,28422912,6332985,8811727,8261996,1200978,132034,613875,0,0,0,12993287,0,497400,0,308890,0,143566868,6706541,4517754
P195,Peat-type,P,32,-81.3,NA,NA,0,19.3,NA,,36568575,6690645,9032525,7435936,1084140,80961,1615683,0,71457,58489,17353575,0,3903485,0,2148247,0,76204954,14720046,7464058
P196,Peat-type,P,30.6,-82.3,NA,0,0,20.5,NA,,62348616,2212168,3532362,3917300,1225808,94454,407268,152279,0,0,6838804,0,218596,0,113616,0,62306965,2076762,1209857
P197,Peat-type,P,26,-81,NA,NA,0,23.9,7.1,,18784583,2071067,1912644,1789775,1008133,63834,598655,489281,83699,123134,5981479,2523322,2296473,910050,278533,172684,17614349,9213928,2345526
P198,Peat-type,P,44,-75,NA,NA,0,6.5,7.9,,241204,59244,40571,9900,130470,0,380720,266415,25508,32124,720232,452442,325376,175070,54211,34804,670589,516611,163782
